756;;;24372
756;;-1;4808191
756;;1;320308
756;;10;275887
756;;10003;48280
756;;10004;351579
756;;10005;59127
756;;10006;177994
756;;10008;90422
756;;10009;52812
756;;1001;548868
756;;10010;467116
756;;10011;351338
756;;10012;145703
756;;10013;424108
756;;10014;50290
756;;10016;231066
756;;10017;18309
756;;10019;6314
756;;10020;79539
756;;10021;77643
756;;11;290547
756;;12;1444463
756;;13;75004
756;;2;8397751
756;;3;373265
756;;4;564748
756;;5;852508
756;;6;381450
756;;7;4025208
756;;8;192265
756;;9;202348
756;00;;1951
756;00;-1;156374
756;00;1;11321
756;00;10;10801
756;00;10003;2020
756;00;10004;16620
756;00;10005;3696
756;00;10006;5359
756;00;10008;2887
756;00;10009;1560
756;00;1001;13202
756;00;10010;9743
756;00;10011;12686
756;00;10012;4099
756;00;10013;7292
756;00;10014;2042
756;00;10016;7012
756;00;10017;871
756;00;10019;234
756;00;10020;1759
756;00;10021;917
756;00;11;7871
756;00;12;34702
756;00;13;1645
756;00;2;284078
756;00;3;9589
756;00;4;7991
756;00;5;16424
756;00;6;5875
756;00;7;66635
756;00;8;3531
756;00;9;6208
756;00后;-1;43
756;00后;10004;1
756;00后;10009;1
756;00后;1001;2
756;00后;10011;1
756;00后;10013;3
756;00后;12;4
756;00后;2;106
756;00后;3;1
756;00后;4;3
756;00后;5;3
756;00后;6;2
756;00后;7;18
756;00后;8;1
756;40;;22
756;40;-1;5448
756;40;1;241
756;40;10;637
756;40;10003;70
756;40;10004;380
756;40;10005;68
756;40;10006;137
756;40;10008;162
756;40;10009;50
756;40;1001;462
756;40;10010;315
756;40;10011;397
756;40;10012;85
756;40;10013;424
756;40;10014;122
756;40;10016;239
756;40;10017;23
756;40;10019;14
756;40;10020;104
756;40;10021;65
756;40;11;261
756;40;12;922
756;40;13;159
756;40;2;8276
756;40;3;345
756;40;4;346
756;40;5;702
756;40;6;334
756;40;7;3114
756;40;8;92
756;40;9;478
756;50;;11
756;50;-1;12370
756;50;1;373
756;50;10;1337
756;50;10003;158
756;50;10004;1149
756;50;10005;107
756;50;10006;478
756;50;10008;309
756;50;10009;161
756;50;1001;1135
756;50;10010;1004
756;50;10011;589
756;50;10012;331
756;50;10013;1016
756;50;10014;134
756;50;10016;624
756;50;10017;42
756;50;10019;31
756;50;10020;240
756;50;10021;146
756;50;11;722
756;50;12;1898
756;50;13;357
756;50;2;17403
756;50;3;551
756;50;4;1216
756;50;5;1281
756;50;6;815
756;50;7;8545
756;50;8;275
756;50;9;1143
756;50后;-1;71
756;50后;1;4
756;50后;10;1
756;50后;10003;1
756;50后;10004;12
756;50后;10005;2
756;50后;10006;4
756;50后;10009;4
756;50后;1001;7
756;50后;10010;20
756;50后;10011;21
756;50后;10013;9
756;50后;10016;19
756;50后;10019;1
756;50后;10020;5
756;50后;11;41
756;50后;12;2
756;50后;2;31
756;50后;3;1
756;50后;4;1
756;50后;5;7
756;50后;6;31
756;50后;7;49
756;50后;8;3
756;60;;185
756;60;-1;38400
756;60;1;1292
756;60;10;3342
756;60;10003;581
756;60;10004;3027
756;60;10005;377
756;60;10006;2348
756;60;10008;930
756;60;10009;356
756;60;1001;3632
756;60;10010;3633
756;60;10011;2125
756;60;10012;1284
756;60;10013;3047
756;60;10014;314
756;60;10016;2316
756;60;10017;165
756;60;10019;102
756;60;10020;923
756;60;10021;450
756;60;11;3462
756;60;12;4726
756;60;13;763
756;60;2;53802
756;60;3;2067
756;60;4;4791
756;60;5;4211
756;60;6;3883
756;60;7;25124
756;60;8;1084
756;60;9;4360
756;60后;-1;12
756;60后;10003;1
756;60后;1001;2
756;60后;10011;1
756;60后;10013;1
756;60后;10021;1
756;60后;12;1
756;60后;2;21
756;60后;4;7
756;60后;6;1
756;60后;7;21
756;60后;8;1
756;70;;577
756;70;-1;165149
756;70;1;7471
756;70;10;20128
756;70;10003;2554
756;70;10004;12397
756;70;10005;1913
756;70;10006;8635
756;70;10008;4141
756;70;10009;1568
756;70;1001;15774
756;70;10010;13710
756;70;10011;10614
756;70;10012;5868
756;70;10013;14040
756;70;10014;1589
756;70;10016;9622
756;70;10017;627
756;70;10019;405
756;70;10020;4070
756;70;10021;2042
756;70;11;11333
756;70;12;23764
756;70;13;4364
756;70;2;242831
756;70;3;11376
756;70;4;15935
756;70;5;18542
756;70;6;12015
756;70;7;100932
756;70;8;3737
756;70;9;12165
756;70后;;1
756;70后;-1;285
756;70后;1;2
756;70后;10;128
756;70后;10003;4
756;70后;10004;28
756;70后;10005;3
756;70后;10006;3
756;70后;10008;9
756;70后;10009;1
756;70后;1001;30
756;70后;10010;39
756;70后;10011;2
756;70后;10012;3
756;70后;10013;30
756;70后;10016;15
756;70后;10017;2
756;70后;10020;2
756;70后;10021;5
756;70后;11;27
756;70后;12;14
756;70后;13;3
756;70后;2;314
756;70后;3;15
756;70后;4;26
756;70后;5;70
756;70后;6;15
756;70后;7;163
756;70后;8;2
756;70后;9;90
756;80;;4513
756;80;-1;1038263
756;80;1;48118
756;80;10;100676
756;80;10003;15587
756;80;10004;135200
756;80;10005;13083
756;80;10006;40524
756;80;10008;24261
756;80;10009;10007
756;80;1001;92519
756;80;10010;78035
756;80;10011;71255
756;80;10012;37081
756;80;10013;71337
756;80;10014;9543
756;80;10016;51684
756;80;10017;3313
756;80;10019;1776
756;80;10020;16357
756;80;10021;10286
756;80;11;49665
756;80;12;199937
756;80;13;20303
756;80;2;1729997
756;80;3;60109
756;80;4;62506
756;80;5;114104
756;80;6;54281
756;80;7;557391
756;80;8;20765
756;80;9;69316
756;80后;-1;553
756;80后;1;12
756;80后;10;30
756;80后;10003;8
756;80后;10004;54
756;80后;10005;3
756;80后;10006;35
756;80后;10008;35
756;80后;10009;1
756;80后;1001;81
756;80后;10010;23
756;80后;10011;11
756;80后;10012;27
756;80后;10013;81
756;80后;10014;2
756;80后;10016;42
756;80后;10019;1
756;80后;10020;13
756;80后;10021;6
756;80后;11;96
756;80后;12;42
756;80后;13;13
756;80后;2;672
756;80后;3;27
756;80后;4;88
756;80后;5;80
756;80后;6;20
756;80后;7;377
756;80后;8;8
756;80后;9;119
756;90;;24277
756;90;-1;3920340
756;90;1;216611
756;90;10;310692
756;90;10003;47381
756;90;10004;364314
756;90;10005;63280
756;90;10006;137393
756;90;10008;85237
756;90;10009;41126
756;90;1001;335147
756;90;10010;300069
756;90;10011;325812
756;90;10012;106588
756;90;10013;204111
756;90;10014;65879
756;90;10016;161397
756;90;10017;13975
756;90;10019;7202
756;90;10020;50367
756;90;10021;31964
756;90;11;174460
756;90;12;829232
756;90;13;49671
