756;90;2;6877640
756;90;3;232019
756;90;4;203488
756;90;5;445156
756;90;6;156484
756;90;7;1855355
756;90;8;103039
756;90;9;164157
756;90后;;1
756;90后;-1;1956
756;90后;1;84
756;90后;10;304
756;90后;10003;39
756;90后;10004;237
756;90后;10005;33
756;90后;10006;55
756;90后;10008;27
756;90后;10009;6
756;90后;1001;217
756;90后;10010;248
756;90后;10011;47
756;90后;10012;94
756;90后;10013;185
756;90后;10014;22
756;90后;10016;131
756;90后;10017;3
756;90后;10019;7
756;90后;10020;20
756;90后;10021;25
756;90后;11;181
756;90后;12;186
756;90后;13;26
756;90后;2;2704
756;90后;3;35
756;90后;4;125
756;90后;5;379
756;90后;6;130
756;90后;7;1301
756;90后;8;33
756;90后;9;101
759;;;997
759;;-1;362580
759;;1;9722
759;;10;20471
759;;10003;2731
759;;10004;21309
759;;10005;2912
759;;10006;11780
759;;10008;6268
759;;10009;1831
759;;1001;26633
759;;10010;22118
759;;10011;16262
759;;10012;5592
759;;10013;24110
759;;10014;3450
759;;10016;14160
759;;10017;478
759;;10019;620
759;;10020;5917
759;;10021;5298
759;;11;17407
759;;12;114048
759;;13;2623
759;;2;893294
759;;3;14221
759;;4;30948
759;;5;37350
759;;6;4991
759;;7;189847
759;;8;5396
759;;9;12604
759;00;;101
759;00;-1;13130
759;00;1;430
759;00;10;589
759;00;10003;114
759;00;10004;1033
759;00;10005;203
759;00;10006;350
759;00;10008;177
759;00;10009;54
759;00;1001;667
759;00;10010;444
759;00;10011;612
759;00;10012;164
759;00;10013;440
759;00;10014;180
759;00;10016;414
759;00;10017;22
759;00;10019;11
759;00;10020;108
759;00;10021;57
759;00;11;382
759;00;12;3368
759;00;13;45
759;00;2;34860
759;00;3;312
759;00;4;464
759;00;5;806
759;00;6;57
759;00;7;3239
759;00;8;105
759;00;9;376
759;00后;10004;1
759;00后;2;4
759;00后;4;1
759;00后;7;1
759;40;-1;416
759;40;1;8
759;40;10;42
759;40;10003;6
759;40;10004;22
759;40;10005;6
759;40;10006;13
759;40;10008;21
759;40;10009;3
759;40;1001;30
759;40;10010;25
759;40;10011;9
759;40;10012;1
759;40;10013;36
759;40;10014;5
759;40;10016;15
759;40;10019;1
759;40;10020;12
759;40;10021;3
759;40;11;18
759;40;12;76
759;40;13;7
759;40;2;926
759;40;3;21
759;40;4;37
759;40;5;37
759;40;6;12
759;40;7;233
759;40;8;1
759;40;9;23
759;50;;1
759;50;-1;1313
759;50;1;16
759;50;10;85
759;50;10003;13
759;50;10004;91
759;50;10005;14
759;50;10006;48
759;50;10008;30
759;50;10009;4
759;50;1001;61
759;50;10010;52
759;50;10011;39
759;50;10012;11
759;50;10013;77
759;50;10014;10
759;50;10016;44
759;50;10017;1
759;50;10019;5
759;50;10020;30
759;50;10021;21
759;50;11;56
759;50;12;120
759;50;13;10
759;50;2;2056
759;50;3;25
759;50;4;137
759;50;5;77
759;50;6;27
759;50;7;684
759;50;8;13
759;50;9;171
759;50后;-1;8
759;50后;10004;2
759;50后;10006;1
759;50后;10010;1
759;50后;10011;1
759;50后;10013;1
759;50后;10016;1
759;50后;10019;1
759;50后;11;5
759;50后;2;1
759;50后;4;1
759;50后;6;2
759;50后;7;2
759;60;;4
759;60;-1;3966
759;60;1;63
759;60;10;271
759;60;10003;49
759;60;10004;197
759;60;10005;28
759;60;10006;183
759;60;10008;105
759;60;10009;14
759;60;1001;228
759;60;10010;212
759;60;10011;133
759;60;10012;56
759;60;10013;274
759;60;10014;27
759;60;10016;181
759;60;10017;3
759;60;10019;16
759;60;10020;117
759;60;10021;53
759;60;11;272
759;60;12;342
759;60;13;34
759;60;2;6549
759;60;3;147
759;60;4;420
759;60;5;290
759;60;6;99
759;60;7;1871
759;60;8;67
759;60;9;326
759;60后;-1;2
759;60后;1001;1
759;60后;10013;1
759;60后;2;3
759;60后;4;1
759;60后;7;4
759;70;;18
759;70;-1;17863
759;70;1;305
759;70;10;1642
759;70;10003;196
759;70;10004;754
759;70;10005;104
759;70;10006;669
759;70;10008;377
759;70;10009;77
759;70;1001;847
759;70;10010;805
759;70;10011;667
759;70;10012;222
759;70;10013;1141
759;70;10014;118
759;70;10016;664
759;70;10017;9
759;70;10019;65
759;70;10020;421
759;70;10021;206
759;70;11;727
759;70;12;2019
759;70;13;131
759;70;2;28545
759;70;3;562
759;70;4;1426
759;70;5;1173
759;70;6;319
759;70;7;6768
759;70;8;115
759;70;9;908
759;70后;-1;54
759;70后;10;11
759;70后;10003;1
759;70后;10004;1
759;70后;10006;1
759;70后;10008;2
759;70后;1001;4
759;70后;10010;3
759;70后;10013;1
759;70后;10016;2
759;70后;11;1
759;70后;12;2
759;70后;2;28
759;70后;3;2
759;70后;4;4
759;70后;5;3
759;70后;7;20
759;70后;9;4
759;80;;112
759;80;-1;96250
759;80;1;1837
759;80;10;7872
759;80;10003;1029
759;80;10004;9644
759;80;10005;811
759;80;10006;2920
759;80;10008;1847
759;80;10009;333
759;80;1001;4683
759;80;10010;3829
759;80;10011;3783
759;80;10012;1271
759;80;10013;5195
759;80;10014;783
759;80;10016;3483
759;80;10017;92
759;80;10019;171
759;80;10020;1634
759;80;10021;845
759;80;11;2630
759;80;12;15953
759;80;13;724
759;80;2;218981
759;80;3;3152
759;80;4;4511
759;80;5;7378
759;80;6;892
759;80;7;31828
759;80;8;517
759;80;9;4795
759;80后;-1;74
759;80后;1;1
759;80后;10;3
759;80后;10003;3
759;80后;10004;3
759;80后;10006;9
759;80后;10008;5
759;80后;1001;3
759;80后;10011;4
759;80后;10012;3
759;80后;10013;6
759;80后;10016;7
759;80后;10020;4
759;80后;10021;1
759;80后;11;2
759;80后;12;3
759;80后;2;68
759;80后;3;2
759;80后;4;12
759;80后;5;14
759;80后;6;1
759;80后;7;46
759;80后;8;2
759;80后;9;5
759;90;;714
759;90;-1;350711
759;90;1;8041
759;90;10;22802
759;90;10003;3104
759;90;10004;23196
759;90;10005;3685
759;90;10006;8368
759;90;10008;6204
759;90;10009;1317
759;90;1001;16048
759;90;10010;13903
759;90;10011;16523
759;90;10012;3976
759;90;10013;13043
759;90;10014;5451
759;90;10016;11012
759;90;10017;340
759;90;10019;685
759;90;10020;3946
759;90;10021;2032
759;90;11;8326
759;90;12;70429
759;90;13;1667
759;90;2;848513
759;90;3;10371
759;90;4;11437
759;90;5;26649
759;90;6;1705
759;90;7;93203
759;90;8;3102
759;90;9;9978
759;90后;-1;195
759;90后;1;5
759;90后;10;18
759;90后;10003;1
759;90后;10004;19
759;90后;10005;6
759;90后;10008;4
759;90后;1001;18
759;90后;10010;13
759;90后;10011;4
759;90后;10012;4
759;90后;10013;9
759;90后;10014;4
759;90后;10016;12
759;90后;10019;1
759;90后;10020;1
759;90后;10021;1
759;90后;11;12
759;90后;12;12
759;90后;13;1
759;90后;2;223
759;90后;3;1
759;90后;4;10
759;90后;5;18
759;90后;6;4
759;90后;7;71
759;90后;8;1
759;90后;9;8
