756;-1.0;;21924
756;-1.0;-1;4361172
756;-1.0;1;297320
756;-1.0;10;201600
756;-1.0;10003;40593
756;-1.0;10004;309915
756;-1.0;10005;53565
756;-1.0;10006;154837
756;-1.0;10008;78134
756;-1.0;10009;48345
756;-1.0;1001;506240
756;-1.0;10010;430616
756;-1.0;10011;327588
756;-1.0;10012;131895
756;-1.0;10013;382645
756;-1.0;10014;45718
756;-1.0;10016;203380
756;-1.0;10017;17207
756;-1.0;10019;4885
756;-1.0;10020;66003
756;-1.0;10021;73654
756;-1.0;11;254333
756;-1.0;12;1384427
756;-1.0;13;67424
756;-1.0;2;7774996
756;-1.0;3;348145
756;-1.0;4;518275
756;-1.0;5;797009
756;-1.0;6;359847
756;-1.0;7;3768927
756;-1.0;8;183774
756;-1.0;9;172424
756;1.0;;10371
756;1.0;-1;2156889
756;1.0;1;114775
756;1.0;10;469493
756;1.0;10003;31054
756;1.0;10004;108227
756;1.0;10005;43419
756;1.0;10006;84364
756;1.0;10008;51366
756;1.0;10009;22341
756;1.0;1001;205581
756;1.0;10010;185939
756;1.0;10011;195808
756;1.0;10012;58620
756;1.0;10013;208314
756;1.0;10014;60012
756;1.0;10016;100691
756;1.0;10017;6872
756;1.0;10019;8024
756;1.0;10020;68252
756;1.0;10021;23562
756;1.0;11;124896
756;1.0;12;214270
756;1.0;13;38812
756;1.0;2;2779516
756;1.0;3;202462
756;1.0;4;242452
756;1.0;5;353495
756;1.0;6;125444
756;1.0;7;1373729
756;1.0;8;52819
756;1.0;9;127221
756;2.0;;23615
756;2.0;-1;3629394
756;2.0;1;193742
756;2.0;10;52870
756;2.0;10003;45037
756;2.0;10004;466856
756;2.0;10005;44708
756;2.0;10006;133764
756;2.0;10008;78920
756;2.0;10009;36967
756;2.0;1001;299257
756;2.0;10010;257400
756;2.0;10011;251503
756;2.0;10012;110648
756;2.0;10013;134725
756;2.0;10014;24207
756;2.0;10016;160096
756;2.0;10017;13251
756;2.0;10019;3178
756;2.0;10020;19144
756;2.0;10021;26334
756;2.0;11;159437
756;2.0;12;941196
756;2.0;13;46072
756;2.0;2;7061114
756;2.0;3;138793
756;2.0;4;100544
756;2.0;5;302963
756;2.0;6;130045
756;2.0;7;1501577
756;2.0;8;88243
756;2.0;9;160840
759;-1.0;;896
759;-1.0;-1;310884
759;-1.0;1;8930
759;-1.0;10;15306
759;-1.0;10003;2111
759;-1.0;10004;18614
759;-1.0;10005;2572
759;-1.0;10006;10163
759;-1.0;10008;5255
759;-1.0;10009;1617
759;-1.0;1001;24453
759;-1.0;10010;20147
759;-1.0;10011;14694
759;-1.0;10012;4888
759;-1.0;10013;21450
759;-1.0;10014;3044
759;-1.0;10016;12345
759;-1.0;10017;448
759;-1.0;10019;450
759;-1.0;10020;4698
759;-1.0;10021;4985
759;-1.0;11;15133
759;-1.0;12;109121
759;-1.0;13;2334
759;-1.0;2;826371
759;-1.0;3;12963
759;-1.0;4;27439
759;-1.0;5;34123
759;-1.0;6;4439
759;-1.0;7;174161
759;-1.0;8;5155
759;-1.0;9;10607
759;1.0;;428
759;1.0;-1;277816
759;1.0;1;4808
759;1.0;10;36024
759;1.0;10003;2483
759;1.0;10004;6664
759;1.0;10005;3289
759;1.0;10006;5126
759;1.0;10008;4351
759;1.0;10009;1064
759;1.0;1001;11147
759;1.0;10010;9936
759;1.0;10011;13459
759;1.0;10012;2743
759;1.0;10013;13711
759;1.0;10014;4744
759;1.0;10016;6733
759;1.0;10017;220
759;1.0;10019;1014
759;1.0;10020;6666
759;1.0;10021;2183
759;1.0;11;7369
759;1.0;12;14792
759;1.0;13;1505
759;1.0;2;296653
759;1.0;3;10584
759;1.0;4;17514
759;1.0;5;24642
759;1.0;6;2923
759;1.0;7;88319
759;1.0;8;1930
759;1.0;9;8520
759;2.0;;623
759;2.0;-1;257862
759;2.0;1;6690
759;2.0;10;2476
759;2.0;10003;2653
759;2.0;10004;30994
759;2.0;10005;1908
759;2.0;10006;9053
759;2.0;10008;5434
759;2.0;10009;952
759;2.0;1001;13623
759;2.0;10010;11322
759;2.0;10011;9884
759;2.0;10012;3669
759;2.0;10013;9173
759;2.0;10014;2240
759;2.0;10016;10917
759;2.0;10017;277
759;2.0;10019;112
759;2.0;10020;826
759;2.0;10021;1349
759;2.0;11;7336
759;2.0;12;82459
759;2.0;13;1403
759;2.0;2;911027
759;2.0;3;5269
759;2.0;4;4456
759;2.0;5;15030
759;2.0;6;747
759;2.0;7;65337
759;2.0;8;2234
759;2.0;9;10071
